Franchise Number,Name,Owner,Address,City,State,Zip
11249,Denver West,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",14101 E Otero Avenue Suite 500,Englewood,CO,80112-
11250,Belleville-O'Fallon,"Wolfe, David & Angie",2220 Liebler,Troy,IL,62294-
11251,"Alton, Edwardsville & Granite City","Wolfe, David & Angie",2220 Liebler,Troy,IL,62294-
11252,Collinsville/Troy,"Wolfe, David & Angie",2220 Liebler,Troy,IL,62294-
11255,Temecula,"Lingurar, George & Rodica S.","28360 Old Town Street, #2160",Temecula,CA,92593-
11259,Oconee/South Anderson Counties,"Harloe III, William A. & Harloe, Carly J.",648 Gentry Memorial Hwy,Easley,SC,29640-
11260,Westport/Fairfield,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",100 Mona Terrace,Fairfield,CT,06824-
11261,Crawford/NE Venango Counties,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
11262,North Columbiana County,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",2789 E State Street #10,Salem,OH,44460-
11263,Bennington & Rutland Counties,"Flood, John M.",1481 Murphy Hill Road,North Bennington,VT,05257-
11264,New Philadelphia,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",1007 OH-39,New Philadelphia,OH,44663-
11267,Oyster Bay,"Luzzi, Dion M.",33 South Service Road,Jericho,NY,11753-
11271,Springfield/Mt. Vernon,"Usman, Muhammad & Rati, Bogdan",5701 General Washington Drive Suite O,Alexandria,VA,22312-
11272,Reston/Herndon,"Usman, Muhammad & Rati, Bogdan",1900 Campus Commons Drive Suite 100,Reston,VA,20191-
11273,Tri Cities West,"Friermuth, K. Doug & Friermuth, Kevin D.",7500 W Yellowstone Avenue,Kennewick,WA,99336-
11274,"Henderson, Webster, Union, McLean and Crittenden Coun","Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S. & Chaney, Dustin E.",3046 Ohio Drive,Henderson,KY,42420-
11275,"Warrick, Spencer and Dubois Counties","Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S. & Chaney, Dustin E.",5004 S Plaza Drive,Newburgh,IN,47630-
11276,Central Oklahoma City,"Stokes, Kristi M. & Jeffrey A.",40 NE 46th Street,Oklahoma City,OK,73105-
11277,Asheville East,"Wolljung, Gregory A. & Mary P.",P.O. Box 339,Arden,NC,28704-
11278,Asheville West,"Wolljung, Gregory A. & Mary P.",P.O. Box 339,Arden,NC,28704-
11279,Rose Hill/Fort Hunt,"Warnecki, William Thomas",113 Clermont Ave.,Alexandria,VA,22304-
11280,Washington County,"Holland, Charles Jeffery",16527 National Pike,Hagerstown,MD,21740-
11281,Chesapeake North,"Bahen, Andrew M. & Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
11282,Hampton North,"Bahen, Andrew M. & Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
11283,Elizabeth City/Outer Banks,"Bahen, Andrew M. & Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
11284,Chesapeake South,"Bahen, Andrew M. & Theresa C. & Bahen, Thomas & Bahen, Jr., Andrew & Duffy, William M.",2244 Steppingstone Square,Chesapeake,VA,23320-
11285,"Centereach, Selden","Bregman, Alan & Bertini, Sr., James M.",11 Wood Road,Centereach,NY,11720-
11286,Brandon,"Weimer, Jack R. & Ginger S.",814-A North College Street,Brandon,MS,39042-
11288,Denver North,"Harvey, Brian K. & Betsy Wells",5311 Niagara St.,Commerce City,CO,80022-
11289,Hurst-Euless-Bedford,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11290,Grapevine/NE Tarrant Co.,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11291,West Fort Worth,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11292,Franklin County,"Friermuth, K. Doug & Friermuth, Kevin D.",14224 Pioneer Way E,Puyallup,WA,98372-
11293,Glen Burnie,"Whittles, Diane & Whittles, Nicholas J.",1446 Ritchie Hwy,Arnold,MD,21012-
11294,Roselle,"Spinner, Karl",1094 Globe Avenue,Mountainside,NJ,07092-
11295,Northeast Minneapolis,"Bates, Cory & Hogan, Michael",1480 County Road C,Roseville,MN,55113-
11296,"Freeport, Roosevelt","Citrangola, Robert E.",53 E Merrick Road #353,Freeport,NY,11520-
11297,"Clatsop, Columbia Counties","Carley, Jayson & Heather",500 Jetty Street,Hammond,OR,97121-
11298,Clinton,"Gauf, Jr., David J. & Gauf, Nichole A.",2315 16th Street NW,Clinton,IA,52732-
11300,"Mount Clemens, New Baltimore","Dishman, Joshua A. & Jennifer M.",15715 Martin Road,Roseville,MI,48066-
11301,"Saugus, West Lynn","Fox, Jonathan Ray",99 Walnut St F,Saugus,MA,01906-
11302,"Hamilton, South Trenton","Spinner, Karl",1094 Globe Avenue,Mountainside,NJ,07092-
11303,South Cabarrus County,"Holcomb, Britt & Stacy",7168 Weddington Road #136,Concord,NC,28027-
11304,Limestone and Lawrence Counties,"Robey, Richard R. & Robey, Jr., Richard R. & Robey, William",1127 US-31 S,Athens,AL,35611-
11305,Decatur,"Robey, Richard R. & Robey, Jr., Richard R. & Robey, William",1127 US-31,Athens,AL,35611-
11306,"Mountain View, Los Altos","Mamarian, Ronny V.",650 Castro Street Suite 120,Mountian View,CA,94041-
11307,Saginaw,"Taft, Danny A. & Weidner, Casey W. & Gonzales, Rudy",10101 Hicks Field Road Suite 111,Fort Worth,TX,76179-
11309,"Southern Lancaster, Kershaw, and Fairfield Counties","Pezant, Michael",128 N Hampton Street,Kershaw,SC,29067-
11310,"University, SE Orlando","Boatman, Vern & Susan & Boatman, Victoria",3505 Lake Lynda Drive,Orlando,FL,32817-
11313,Sanibel/Captiva Island/Ft Myers Beach,"Zubricki, Frank G. & Patricia & Zubricki, Anthony F. & Zubricki, Amanda L. & Zubricki, Stephanie L.",1456 Periwinkle Way Suite B249,Sanibel,FL,33957-
11314,North Knoxville,"Cuthbertson, Jeffrey & Jessica",3065 Horshoe Bend Lane,Knoxville,TN,37931-
11315,"Arleta, Hansen Hills","Reed, Alan F. & Corral, Manuel T. & Barber, Darryn",8309 Laurel Canyon Blvd #411,Sun Valley,CA,91352-
11316,Lake Lure Forest City,"Bowles, John & Susan",P.O. Box 1485,Franklin,NC,28734-
11318,North Daytona Beach/Ormond Beach,"Robertson, John P. & Kimberly S. & Millband, Gavin H.",545 Mason Avenue,Daytona Beach,FL,32117-
11319,South Daytona Beach/Port Orange,"Robertson, John P. & Kimberly S. & Millband, Gavin H.",545 Mason Avenue,Daytona Beach,FL,32117-
11320,Santa Clarita Valley East,"Werner, Gary L.",29059 The Old Road,Santa Clarita,CA,91355-
11321,Laurel,"Gutierrez, Jorge & Michelle",850 E. Gude Drive Suite H,Rockville,MD,20850-
11322,Greenbelt NE Beltsville E,"Gutierrez, Jorge & Michelle",850 E. Gude Drive Suite H,Rockville,MD,20850-
11323,Corpus Christi East,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R. & Dorvin, Thomas",5325 Leopard Street,Corpus Christi,TX,78408-
11324,Billerica/Tewksbury,"Coates, Kevin R.",107 Lunenburg Road,Townsend,MA,01474-
11325,Hazleton/Dallas/Harvey's Lake,"Lazo, John S.",125 N. Warren Street,West Hazleton,PA,18202-
11326,"Bryan, Effingham, McIntosh & East Liberty Counties","Harris, Franklin M.",8 Joe Kennedy Blvd,Statesboro,GA,30458-
11328,Logan Square/Humboldt Park,"Menachem, Peter",2020 N California Avenue,Chicago,IL,60647-
11329,Eagle Mountain Haslet,"Taft, Danny A. & Weidner, Casey W. & Gonzales, Rudy",10101 Hicks Field Road Suite 111,Fort Worth,TX,76179-
11330,North Fort Worth,"Taft, Danny A. & Weidner, Casey W. & Gonzales, Rudy",10101 Hicks Field Road Suite 111,Fort Worth,TX,76179-
11331,South Fort Worth,"Taft, Danny A. & Weidner, Casey W. & Gonzales, Rudy",10101 Hicks Field Road Suite 111,Fort Worth,TX,76179-
11333,Sebastian,"Robertson, John P. & Kimberly S. & Millband, Gavin H.",9611 N US-1 Suite 304,Sebastian,FL,32958-
11335,East Sacramento/West Arden-Arcade,"Scott, Douglas Lee & Kelsey",3128 O Street Suite #1,Sacramento,CA,95816-
11336,Bloomington,"Wolfe, Ryan & Lorissa",4339 Old State Road 37 N,Bedford,IN,47421-
11337,"Lawrence, Owen, Greene & Martin Cos.","Wolfe, Ryan & Lorissa",4339 Old State Road 37 N,Bedford,IN,47421-
11338,"Farmington, Skowhegan","Wolverton, Anthony",196 Main Street,Farmington,ME,04938-
11340,Cienega,"Danipour, Joseph & Sabrina",P.O. Box 252025,Los Angeles,CA,90025-
11341,"Bell Gardens, Paramount","Vazquez, Jose Ramos & Ramos, Norma A. & Balcazar, Jonathan Sanchez & Ramos, Stephanie",9245 Santa Fe Springs Road,Santa Fe,CA,90670-
11342,South Elkhart County,"Swizek, Thomas",55667 Current Road Suite C,Mishawaka,IN,46545-
11343,Central Corpus Christi,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R. & Dorvin, Thomas",5325 Leopard Street,Corpus Christi,TX,78408-
11345,Greenville,"Baldwin, John W. & Cynthia S.",6045 US 264 Hwy E,Washington,NC,27889-
11346,New Bern,"Baldwin, John W. & Cynthia S.",6045 US 264 Hwy E,Washington,NC,27889-
11347,Belfast/Camden/Rockland,"Cox, Shawn",134 Waldo Avenue,Belfast,ME,04915-
11348,Clayton County,"Crawford, Michael R. & Braswell, Ryan A.",934 Dailey Mill Road,McDonough,GA,30253-
11349,"Henry, Spalding and Butts Counties","Crawford, Michael R. & Braswell, Ryan A.",934 Dailey Mill Road,McDonough,GA,30253-
11350,Decatur,"Crawford, Michael R. & Braswell, Ryan A.",315 West Ponce De Leon Avenue,Decatur,GA,30030-
11351,Oviedo/Winter Springs East,"Nicholson, Thomas Brent & Millan, Leo",7576 S Orange Avenue,Orlando,FL,32809-
11352,East El Paso,"Marmolejo, Jacob & Torres, Victoria N.",6596 Montana Suite E,El Paso,TX,79925-
11353,Clearwater South/Clearwater Beach,"Greenway, Burton & Deanna",1569 S. Missouri Ave.,Clearwater,FL,33756-
11354,"Natick, Milford","Kurzontkowski, David",90 Elm Street,Hopkinton,MA,01748-
11355,"Elk River, Becker and Big Lake","Reichle, John K. & Kris M.",657 Main Street NW Suite 212,Elk River,MN,55330-
11356,Dorchester,"Tutsch, Jr., Joseph & Tutsch, Kayla & Mattos, Frank & Cabral, Jason & Erica & Mazurek, Richard & Jenna",490 Winthrop Street,Taunton,MA,02780-
11357,"Gillette, Sheridan","Peters, David S.",5481 Swanson Road,Gillette,WY,82718-
11358,"Englewood, Placida","Helmling, Robert & Lisa",1650 Lantana Avenue Unit A,Englewood,FL,34224-
11359,Livermore,"Drake, Roy",138 Tourmaline Ave,Livermore,CA,94550-
11360,"Newark, Southwest Fremont","Drake, Roy",7620 Linden Ct,Newark,CA,94560-
11361,West Oakland,"Drake, Roy",2065 Williams St.,Oakland,CA,94577-
11362,"Sinking Spring, West Reading","Wilson, Timothy R. & Cara W.",9 Bristol Court,Wyomissing,PA,19610-
11363,East Round Rock,"Jones, David D. & Zander, Bryan",2420 Patterson Industrial Drive,Pflugerville,TX,78660-
11364,"Georgetown, Florence, Sun City","Jones, David D. & Zander, Bryan",2420 Patterson Industrial Drive,Pflugerville,TX,78660-
11365,East Arlington,"Nicholson, Thomas Brent & Millan, Leo",814 East Abram Suite B,Arlington,TX,76010-
11366,"South Central Fort Worth, Edgecliff Village","Nicholson, Thomas Brent & Millan, Leo",2951 Suffolk Drive Suite 680,Fort Worth,TX,76133-
11367,South Austin,"Olson, Erik S. & Kristine C. & Highsmith, Benjamin D. & Natalie N. & Beck, Scott",7019 Burleson Road Suite 2,Austin,TX,78744-
11368,Southwest Austin,"Olson, Erik S. & Kristine C. & Highsmith, Benjamin D. & Natalie N. & Beck, Scott",7019 Burleson Road Suite 2,Austin,TX,78744-
11369,Lake Arlington,"Nicholson, Thomas Brent & Millan, Leo",7435 Pebble Drive,Fort Worth,TX,76118-
11370,Southwest Fort Worth,"Nicholson, Thomas Brent & Millan, Leo",7435 Pebble Drive,Fort Worth,TX,76118-
11371,East Ft. Worth,"Nicholson, Thomas Brent & Millan, Leo",7435 Pebble Drive,Fort Worth,TX,76118-
11373,Deerfield Beach,"Ruderman, Joshua & Nicole",2880 NW 2nd Avenue Suite 3,Boca Raton,FL,33431-
11374,"Chester, Hardin, Henderson and McNairy Counties","Miller, Jeffrey G. & Hale, Joseph S. & Freeman, Casey L.",542 N Church Street,Henderson,TN,38340-
11375,Pender/West Onslow Counties,"Thompson, Davis M.",13310 US-17,Hampstead,NC,28443-
11376,Milwaukee North,"Cowell, Bradley S. & Kelly E.",N92 W15600 Megal Drive,Menomonee Falls,WI,53051-
11377,East Central Waukesha County,"Cowell, Bradley S. & Kelly E.",N92 W15600 Megal Drive,Menomonee Falls,WI,53051-
11378,Northeast Waukesha County,"Cowell, Bradley S. & Kelly E.",N92 W15600 Megal Drive,Menomonee Falls,WI,53051-
11379,"Brooklyn Park, Champlin","Hickman, Shaun D.",208 Dundas Road,Monticello,MN,55362-
11380,Hamblen & Grainger Counties,"Greenway, John A. & Kristina L.",210 Shaver Drive,Talbott,TN,37877-
11382,Medford/Everett,"Fox, Jonathan Ray",5 Greenledge Street,Salem,MA,01970-
11383,Malden/Melrose,"Fox, Jonathan Ray",5 Greenledge Street,Salem,MA,01970-
11384,"Carbon County, Pocono Pines","Doyle, Charles & Donna & Doyle, Daniel G.",P.O. Box 93,Palmerton,PA,18071-
11385,Southern Washington County,"Kaun, Ryan W. & Van Niekerk, Johan D.",N63W22639 Main Street,Sussex,WI,53089-
11386,Pike/NE Monroe Counties,"Fabiani, Vincent G.",2575 Millford Road,East Stroudsburg,PA,18301-
11387,Southern Monroe County,"Fabiani, Vincent G.",2575 Milford Road,East Stroudsburg,PA,18301-
11388,Pasadena South/San Marino,"McCann, Joseph & Danielle",433 Fleetwood Place,Glendora,CA,91740-
11389,"Danville, Pittsylvania County","Parsons, II, Robert L.",218 Boatwright Avenue,Danville,VA,24541-
11390,Southern Rockland County,"Palumbo, Anthony & Cristofol, Richard J.",1 Blue Hill Plaza #1509,Pearl River,NY,10965-
11392,Fairfield County,"Parker, Kenneth N. & Pack, Ronnie D. & Hinders, Nathan P. & Malka, Ramy M.",10540 Allen Road,Pickerington,OH,43147-
11393,Wexford,"Wall, Jr., James R. & Wall, Patricia A.",1951 Lincoln Highway,North Versailles,PA,15137-
11394,Milpitas,"Esmaeilian, Hormoz Hacoubi",29 Windsor Street #107,Milpitas,CA,95035-
11395,Fort Pierce NE,"Panster, Michael",625 Northwest Commodity Cove,Port St. Lucie,FL,34986-
11396,Port St. Lucie NE,"Panster, Michael",625 Northwest Commodity Cove,Port St. Lucie,FL,34986-
11399,Shippensburg/Perry County,"Roberts, David P. & Roberts, Jason M.",10 S Walters Avenue,Shippensburg,PA,17257-
11400,Marshfield/Rockland,"Coassin, Jr., Lawrence & Glynn, Corey",41 Rockwood Road,Marshfield,MA,02050-
11401,Davis,"Elvis, Matthew J. & Shelley C.",69 Commerce Place,Vacaville,CA,95687-
11402,North Huntington,"Compitello, David L. & Brittnie L.",P.O. Box 4091,Huntington,NY,11743-
11403,Northeast Dallas,"Conley, Robert",10280 Miller Road,Dallas,TX,75238-
11404,Lake Highlands,"Conley, Robert",10280 Miller Road,Dallas,TX,75238-
11405,South Garland,"Conley, Robert",10280 Miller Road,Dallas,TX,75238-
11406,North Morris County,"Irvolino, III, Thomas",21 Pine Street Unit 130,Rockway,NJ,07866-
11407,Northbrook/Wheeling/Glencoe,"Agustin, Walden",1808 Janke Drive Unit K,Northbrook,IL,60062-
11408,Rio Rancho/Sandoval County,"Smith, Tonya S.","4374 Alexander Blvd NE, Suite G",Albuquerque,NM,87107-
11409,South Albuquerque,"Smith, Tonya S.","4374 Alexander Blvd. NE, Suite G",Albuquerque,NM,87107-
11410,Carroll County,"Holland, Charles Jeffery",60 Aileron Court Unit#2,Westminster,MD,21157-
11411,"Williamsburg, Greenpoint","Citrangola, Robert E.",251 Huron Street,Brooklyn,NY,11222-
11413,Central Antelope,"Perez, II, Danny M. & Epps, Quinn D.",7909 Walerga Road Suite 112 #1327,Antelope,CA,95843-
11414,North Spartanburg County,"Diepholz, Robert & Michelle",155 Tradd Street,Spartanburg,SC,29301-
11415,South Spartanburg County,"Diepholz, Robert & Michelle",155 Tradd Street,Spartanburg,SC,29301-
11416,Norfolk,"Wolfe, Adam J.",2303 Riverside Blvd,Norfolk,NE,68702-
11417,Northwest Lake County,"Haigh, Drake E. & April L.","461 Park Ave., Suite 200",Lake Villa,IL,60046-
11418,Coppell and West Addison,"Shaw, Derek D. & Gabrielle G.",2045 Grayson Drive,Grapevine,TX,76051-
11419,Clifton,"Formisano, Frank D.",2208 B Hamilton Blvd,South Plainfield,NJ,07080-
11420,Southfield,"Miller, Randy & Tina",6993 19 Mile Road,Sterling Heights,MI,48314-
11421,Greater Pontiac/Auburn Hills,"Miller, Randy & Tina",6993 19 Mile Road,Sterling Heights,MI,48314-
11422,Fraser,"Miller, Randy & Tina",6993 19 Mile Road,Sterling Heights,MI,48314-
11423,"La Vernia, Pleasanton","Maggard, Jr., Billy R.",2730 S. Foster Road,San Antonio,TX,78220-
11424,Southwest Wichita,"Butler, Patrick M.",P.O. Box 12216,Wichita,KS,67277-
11425,Florida Keys,"Calzada, Jr., Osvaldo","10623 Aviation Blvd, Unit C-D",Marathon,FL,33050-
11426,North Tempe,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",1828 N Higley Road Suite 101,Mesa,AZ,85205-
11427,Cape Coral South,"Marazzito, Joshua J. & Danielle G.",1015A SE 12th Avenue,Cape Coral,FL,33990-
11428,North Fort Myers,"Marazzito, Joshua J. & Danielle G.",1015A SE 12th Avenue,Cape Coral,FL,33990-
11429,Mesa East,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.","1828 N Higley Road, Suite 100",Mesa,AZ,85205-
11430,Huntington Beach,"Tivadar, Bogdan",5362 Oceanus Drive,Huntington Beach,CA,92649-
11431,"Grand, Routt, and Rio Blanco Counties","Landers, James & Shafekah R.",791 Middlegate Road,Henderson,NV,89011-
11432,Punta Gorda,"Marazzito, Joshua J. & Danielle G.",1015A SE 12th Avenue,Cape Coral,FL,33990-
11433,Mesa Central,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",1828 N Higley Road,Mesa,AZ,85205-
11434,"Central Bloomingdale, Fish Hawk","Jones, Brian E.",6528 Hwy 301 South Bldg. 109,Riverview,FL,33578-
11435,"Saratoga Springs, Gansevoort","Cohn, Kathryn A.",3 Franklin Square Suite 4,Saratoga Springs,NY,12866-
11436,North West Manhattan,"Bregman, Alan & Bertini, Sr., James M.",8 West 126th Street Suite 322,New York,NY,10027-
11437,"Mt. Airy, Pilot Mountain","Gosnell, James A.",502 N. Andy Griffith Parkway,Mount Airy,NC,27030-
11438,Miami Lakes,"Halabu, David & Soriero, Samuel",670 NW 113th Street,Miami,FL,33168-
11439,North Utah County,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11440,Provo,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11442,Allentown Central,"Doyle, Charles & Donna & Doyle, Daniel G.",1506 S. Albert Street,Allentown,PA,18103-
11443,Southern Blair and Bedford County,"Weaver, Benjamin J. & Kuncelman, Jeffrey J.",P.O. Box 299,Bedford,PA,15522-
11444,Lennox,"Sustar, Tiberius Ruben",15507 S Normandie Avenue #360,Gardena,CA,90247-
11445,Reno East,"Allen, John & Kimberly",193 Shady Lane,Stateline,NV,89449-
11446,Toledo West,"Fosdick, Michal",385 Osage Drive,Maumee,OH,43537-
11447,Toledo Southwest,"Fosdick, Michal",385 Osage Drive,Maumee,OH,43537-
11448,Toledo East,"Fosdick, Michal",385 Osage Drive,Maumee,OH,43537-
11449,Wausau,"Nelson, Brice W. & Nelson, Barry J.",5217 Heffron Court,Stevens Point,WI,54481-
11450,Stevens Point,"Nelson, Brice W. & Nelson, Barry J.",5217 Heffron Court,Stevens Point,WI,54481-
11451,"Columbia, Montour & Sullivan Counties","McCabe, Sean M. & Christina B.",18 Industrial Drive Suite 18,Bloomsburg,PA,17815-
11452,"Yuma East, Foothills","Alvarez, Andy & Karina",14156 S Avenue 2 3/4 E,Yuma,AZ,85365-
11453,Lake Worth South,"Valenti, Frank M.",101 Commerce Road,Boynton Beach,FL,33426-
11454,South Miami,"Valenti, Frank M.",2665 S Bayshore Drive Suite 220-77,Coconut Grove,FL,33133-
11455,Cutler Bay North/Palmetto Bay South,"Valenti, Frank M.",12441 SW 130th Street,Miami,FL,33186-
11456,Boynton Beach,"Valenti, Frank M.",101 Commerce Road,Boynton Beach,FL,33426-
11459,Quincy,"Yeomans, Michael L.",86 Finnell Drive Unit #2,Weymouth,MA,02188-
11460,Weymouth & Hingham,"Yeomans, Michael L.",86 Finnell Drive Unit #2,Weymouth,MA,02188-
11461,West Amarillo,"Weaver, Michael J. & Liliana E.",P.O. Box 6151,Amarillo,TX,79117-
11462,North Lawrenceville,"Bowen, Brian H. & Bowen, Bruce H.","4150 Shackleford Road, Suite 540",Norcross,GA,30093-
11463,Lehi,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11464,Orem,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11465,South Utah County,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11466,West Utah County,"Hamann, Thomas Scott & Ashley Larene",967 West 240 North,Lindon,UT,84042-
11467,Franklin County,"Corley, Robert C. & Hanneke, Jason M.",2 Truman Court,Union,MO,63084-
11468,Brigham City,"Gunderson, Matthew W. & Shelley H.",92 North 200 West,Tremonton,UT,84337-
11469,New Tampa,"George, Jeremy & Nora",10205 US Hwy 301,Dade City,FL,33525-
11470,Jacksonville Westside,"Clark, Bryce A.",1716 Harper Street,Jacksonville,FL,32204-
11471,Jacksonville Northwest,"Reilly, Peter D.",10569 Lem Turner Road,Jacksonville,FL,32218-
11472,Balch Springs,"Mosley, William Brian",605 1st Avenue,Dallas,TX,75226-
11473,Harrisonville/Belton/Raymore,"Kimbley, Chad E.",28103 SE Outer Road,Harrisonville,MO,64701-
11474,South Durham,"McFaul, Marc M. & Reda, Christopher G. & Parker II., Joseph A. & Morse, Gary",607 Ellis Road 50A,Durham,NC,27703-
